Date & Time,Inside Temp - °C,High Inside Temp - °C,Low Inside Temp - °C,Inside Hum - %,High Inside Hum - %,Low Inside Hum - %,Inside Dew Point - °C,Inside Heat Index - °C,Barometer - in Hg,High Bar - in Hg,Low Bar - in Hg,Absolute Pressure - in Hg,Temp - °C,High Temp - °C,Low Temp - °C,Hum - %,High Hum - %,Low Hum - %,Dew Point - °C,High Dew Point - °C,Low Dew Point - °C,Wet Bulb - °C,High Wet Bulb - °C,Low Wet Bulb - °C,Avg Wind Speed - km/h,Prevailing Wind Direction,High Wind Speed - km/h,High Wind Direction,Wind Chill - °C,Low Wind Chill - °C,Heat Index - °C,High Heat Index - °C,THW Index - °C,High THW Index - °C,Low THW Index - °C,Wind Run - km,THSW Index - °C,High THSW Index - °C,Low THSW Index - °C,Rain - in,High Rain Rate - in/h,Solar Rad - W/m^2,High Solar Rad - W/m^2,ET - in,UV Index,High UV Index,UV Dose - MEDs,Heating Degree Days,Cooling Degree Days
09-01-2023 00:00,34,34,34,61,61,61,25,42,29.76,29.76,29.76,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:05,34,34,34,60,61,60,25,42,29.76,29.76,29.76,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:10,34,34,34,60,61,60,25,42,29.76,29.76,29.76,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:15,34,34,34,60,60,60,25,42,29.76,29.76,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:20,34,34,34,61,61,60,25,42,29.76,29.76,29.76,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:25,34,34,34,61,61,60,25,42,29.76,29.76,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:30,34,34,34,61,61,60,25,42,29.75,29.76,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:35,34,34,34,60,61,60,25,42,29.76,29.76,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:40,34,34,34,60,61,60,25,42,29.75,29.76,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:45,34,34,34,60,61,60,25,42,29.75,29.75,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:50,34,34,34,61,61,60,25,42,29.75,29.75,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 00:55,34,34,34,61,61,60,25,42,29.75,29.75,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:00,34,34,34,61,61,61,25,42,29.75,29.75,29.75,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:05,34,34,34,61,61,61,25,42,29.75,29.75,29.74,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:10,34,34,34,61,61,61,25,42,29.74,29.75,29.74,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:15,34,34,34,60,61,60,25,42,29.74,29.75,29.74,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:20,34,34,34,61,61,60,25,42,29.74,29.74,29.74,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:25,34,34,34,61,61,61,25,42,29.74,29.74,29.74,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:30,34,34,34,61,61,61,25,42,29.74,29.74,29.74,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:35,34,34,34,61,61,61,25,42,29.73,29.74,29.73,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:40,34,34,34,61,61,61,25,42,29.73,29.74,29.73,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:45,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:50,34,34,34,61,61,61,25,41,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 01:55,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:00,34,34,34,61,61,61,25,41,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:05,34,34,34,61,61,60,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:10,34,34,34,60,61,60,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:15,34,34,34,60,60,60,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:20,34,34,34,60,60,60,25,41,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:25,34,34,34,60,60,60,25,41,29.73,29.73,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:30,34,34,34,60,60,60,25,41,29.72,29.73,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:35,34,34,34,60,61,60,25,41,29.73,29.73,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:40,34,34,34,60,60,60,25,41,29.72,29.73,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:45,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:50,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 02:55,34,34,34,60,60,60,25,42,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:00,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:05,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:10,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:15,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:20,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:25,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:30,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:35,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:40,34,34,34,60,60,60,25,42,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:45,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:50,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 03:55,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:00,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:05,34,34,34,61,61,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:10,34,34,34,60,61,60,25,42,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:15,34,34,34,60,60,60,25,41,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:20,34,34,34,60,60,60,25,42,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:25,34,34,34,61,61,60,25,42,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:30,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:35,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:40,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:45,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:50,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 04:55,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:00,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:05,34,34,34,61,61,61,25,42,29.72,29.72,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:10,34,34,34,61,61,61,25,42,29.72,29.73,29.72,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:15,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:20,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:25,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:30,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:35,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:40,34,34,34,61,61,61,25,42,29.73,29.73,29.73,29.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:45,34,34,34,62,62,61,25,42,29.73,29.73,29.73,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:50,34,34,34,62,62,61,25,42,29.74,29.74,29.73,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 05:55,34,34,34,61,62,61,25,42,29.74,29.74,29.73,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:00,34,34,34,61,61,61,25,42,29.74,29.74,29.74,29.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:05,34,34,34,61,61,61,25,42,29.74,29.74,29.74,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:10,34,34,34,61,61,61,25,42,29.74,29.74,29.74,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:15,34,34,34,61,61,61,25,42,29.74,29.74,29.74,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:20,34,34,34,61,61,61,25,42,29.75,29.75,29.74,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:25,34,34,34,61,61,61,25,42,29.75,29.75,29.74,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:30,34,34,34,62,62,61,25,42,29.75,29.75,29.75,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:35,34,34,34,62,62,62,25,42,29.75,29.75,29.75,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:40,34,34,34,62,62,62,25,42,29.75,29.75,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:45,34,34,34,62,62,62,25,42,29.75,29.75,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:50,34,34,33,62,62,62,25,42,29.75,29.75,29.75,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 06:55,34,34,33,62,62,62,25,42,29.75,29.75,29.75,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:00,34,34,33,62,62,62,25,42,29.75,29.75,29.75,29.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:05,34,34,33,62,62,62,25,42,29.75,29.75,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:10,34,34,34,62,62,62,25,42,29.76,29.76,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:15,34,34,34,62,62,62,25,42,29.76,29.76,29.75,29.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:20,34,34,33,62,62,62,25,42,29.76,29.76,29.76,29.75,28,28,28,83,83,83,25,25,25,25,26,25,0,NNE,2,NNE,28,28,32,32,32,32,32,0,--,--,--,0,0,--,--,--,0,0,0,0,0.033
09-01-2023 07:25,34,34,34,62,62,62,25,42,29.76,29.76,29.76,29.75,28,28,28,83,83,83,25,25,25,25,25,25,0,NNE,2,NNE,28,28,32,32,32,32,32,0,32,32,32,0,0,30,30,--,0,0,0,0,0.033
09-01-2023 07:30,34,34,34,62,62,62,25,42,29.76,29.77,29.76,29.75,28,28,28,83,83,83,25,25,25,25,--,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,30,30,--,0,0,0,0,0.033
09-01-2023 07:35,34,34,34,62,63,62,25,42,29.76,29.77,29.76,29.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:40,33,34,33,63,63,62,25,42,29.77,29.77,29.76,29.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:45,34,34,33,63,63,63,25,42,29.76,29.77,29.76,29.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:50,33,34,33,63,63,63,25,42,29.77,29.77,29.77,29.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 07:55,34,34,33,63,63,63,26,42,29.77,29.77,29.77,29.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:00,33,34,33,63,63,63,25,42,29.77,29.77,29.77,29.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--
09-01-2023 08:05,33,34,33,63,63,63,25,42,29.77,29.77,29.77,29.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:10,34,34,33,63,63,63,26,42,29.77,29.78,29.77,29.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:15,34,34,34,63,63,63,26,42,29.78,29.78,29.77,29.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:20,34,34,34,63,63,63,26,43,29.78,29.78,29.78,29.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:25,33,34,33,63,63,63,25,42,29.78,29.78,29.78,29.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:30,34,34,33,63,63,63,26,42,29.78,29.78,29.78,29.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:35,34,34,33,63,63,63,26,42,29.78,29.78,29.78,29.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:40,34,34,33,63,63,63,25,42,29.78,29.78,29.78,29.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:45,34,34,33,63,63,63,25,42,29.78,29.78,29.78,29.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--
09-01-2023 08:50,33,34,33,63,63,63,25,42,29.78,29.78,29.78,29.76,29,29,29,79,79,79,25,25,25,26,26,26,3,NNW,6,N,29,29,35,35,35,35,35,0.2,36,36,35,0,0,375,376,--,2,2,0.1,0,0.038
09-01-2023 08:55,34,34,33,63,63,63,25,42,29.78,29.78,29.78,29.77,29,29,29,78,79,78,25,25,25,26,26,26,2,NW,5,WNW,29,29,35,35,35,35,35,0.2,38,38,36,0,0,370,376,--,2,2,0.1,0,0.038
09-01-2023 09:00,33,34,33,63,63,63,25,42,29.78,29.78,29.78,29.77,30,30,29,77,78,77,25,25,25,26,26,26,2,NNE,5,NNE,30,29,36,36,36,36,35,0.2,39,39,38,0,0,271,357,0.01,2,2,0.1,0,0.039
09-01-2023 09:05,34,34,33,63,63,63,25,42,29.78,29.78,29.78,29.77,30,30,29,76,77,76,25,25,25,26,26,26,1,N,3,N,30,29,36,36,36,36,36,0.1,39,39,39,0,0,301,336,--,2,2,0.1,0,0.039
09-01-2023 09:10,34,34,34,62,63,62,25,42,29.78,29.78,29.78,29.77,29,30,29,77,77,76,25,25,25,26,26,26,5,NNW,11,NW,29,29,35,36,35,36,35,0.4,38,39,38,0,0,243,309,--,2,2,0.1,0,0.039
09-01-2023 09:15,34,34,34,62,62,62,25,42,29.78,29.78,29.78,29.77,29,29,29,77,78,77,25,25,25,26,26,26,7,NNW,13,WNW,29,29,35,35,35,35,35,0.6,37,38,37,0,0,231,257,--,2,2,0.1,0,0.037
09-01-2023 09:20,34,34,34,62,62,62,25,42,29.78,29.78,29.78,29.77,29,29,29,78,78,78,25,25,25,26,26,26,6,NW,13,NW,29,29,35,35,35,35,34,0.5,38,38,37,0,0,280,378,--,2,2,0.1,0,0.037
09-01-2023 09:25,34,34,33,62,62,62,25,42,29.78,29.78,29.78,29.77,29,29,29,78,78,78,25,25,25,26,26,26,8,NNW,14,NNW,29,29,34,35,34,35,34,0.7,37,38,37,0,0,179,225,--,2,2,0.1,0,0.037
